,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,duration,launch_month,launch_quarter,deadline_month,deadline_quarter,launch_hour,title_length,title_words,title_symbols,backers_exist,pledged_per_backer,good_country,exchange_rate,usd_pledged_new
1003087682,Da Stooges in WipeOut by the Surfaris,Music Videos,Film & Video,USD,2015-07-01,15000.0,2015-05-17 19:02:10,0.0,0,0,US,0.0,0.0,15000.0,44,5,2,7,3,19,37,7,0,False,0.0,US,1.0,0.0
1003538517,Pollock l’acchiappa-panzane,Video,Journalism,EUR,2015-08-01,10000.0,2015-06-30 08:04:34,11516.99,1,228,IT,12682.18,12600.78,10941.04,31,6,2,8,3,8,27,2,0,True,50.51311403508772,LU,1.12,12899.028800000002
1003583457,"Shakespeare!! To fund or not to fund, that is the Question?",Plays,Theater,USD,2015-04-11,250.0,2015-03-12 20:22:39,251.0,1,8,US,251.0,251.0,250.0,29,3,1,4,2,20,59,11,3,True,31.375,US,1.0,251.0
1003637092,Bad Day Blues...,Blues,Music,GBP,2016-09-12,3000.0,2016-08-13 23:00:20,70.0,0,2,GB,0.0,92.23,3952.67,29,8,3,9,3,23,16,3,0,True,35.0,GB,1.26,88.2
1003727338,An Above Average Grilled Cheese,Bacon,Food,USD,2014-08-09,20.0,2014-07-10 05:18:38,0.0,0,0,US,0.0,0.0,20.0,29,7,3,8,3,5,31,5,0,False,0.0,US,1.0,0.0
1003775790,Debut Original Album by Mindy Stratton,Faith,Music,USD,2015-02-15,5000.0,2015-01-09 21:29:00,5475.0,1,24,US,5475.0,5475.0,5000.0,36,1,1,2,1,21,38,6,0,True,228.125,US,1.0,5475.0
1004080416,(BT) Block Tower,Live Games,Games,USD,2014-09-01,2000.0,2014-07-03 23:17:07,0.0,0,0,US,0.0,0.0,2000.0,59,7,3,9,3,23,16,3,0,False,0.0,US,1.0,0.0
1004226383,Parthia Saffron - To your door one thread @ a time!,Small Batch,Food,CAD,2014-08-07,4000.0,2014-07-16 20:30:32,115.0,0,6,CA,107.21,105.35,3664.35,21,7,3,8,3,20,51,11,1,True,19.166666666666668,CA,0.75,86.25
1004249231,Upcycled planters,Woodworking,Crafts,USD,2015-03-21,2000.0,2015-02-19 19:31:06,0.0,0,0,US,0.0,0.0,2000.0,29,2,1,3,1,19,17,2,0,False,0.0,US,1.0,0.0
1004379805,"Seeing Swiss: Pictures, People, and a World of Engineering",Places,Photography,USD,2014-12-18,700.0,2014-11-18 02:06:46,985.0,1,14,US,985.0,985.0,700.0,29,11,4,12,4,2,58,9,0,True,70.35714285714286,US,1.0,985.0
1005018489,Perfect Boots - Fernando Berlin,Footwear,Fashion,EUR,2015-10-16,20000.0,2015-09-16 21:12:51,34411.0,1,79,DE,38934.75,39090.97,22720.04,29,9,3,10,4,21,31,5,0,True,435.5822784810127,IT,1.12,38540.32000000001
1005063605,LittleRP - Affordable Flexible Open 3D Resin Printer,3D Printing,Technology,USD,2014-09-10,25000.0,2014-08-11 17:03:52,118923.5,1,290,US,118923.5,118923.5,25000.0,29,8,3,9,3,17,52,8,0,True,410.08103448275864,US,1.0,118923.5
1005349963,"Cirsova 2017 (#s 5 & 6): Lovecraft, Swords and Space Ships!",Zines,Publishing,USD,2017-02-25,2000.0,2017-01-25 17:53:56,2517.0,1,136,US,1057.0,2517.0,2000.0,30,1,1,2,1,17,59,11,1,True,18.50735294117647,US,1.0,2517.0
100551656,Daniel: an Ordinary Tragedy: a new musical,Musical,Theater,USD,2015-05-04,1000.0,2015-03-29 22:57:04,1100.0,1,17,US,1100.0,1100.0,1000.0,35,3,1,5,2,22,42,7,0,True,64.70588235294117,US,1.0,1100.0
1005844450,Bungee Workout Barcelona,Workshops,Dance,EUR,2017-11-30,4000.0,2017-10-31 17:11:15,20.0,0,1,ES,0.0,23.77,4753.98,29,10,4,11,4,17,24,3,0,True,20.0,AT,1.12,22.400000000000002
100590427,Keepers of the Kingdom,Photo,Journalism,GBP,2014-10-03,10500.0,2014-09-03 01:32:52,1579.62,0,62,GB,2621.17,2537.87,16869.64,29,9,3,10,4,1,22,4,0,True,25.47774193548387,GB,1.26,1990.3211999999999
1006522756,PLEASE SUPPORT A TOUR OF SPUN THROUGH SHADOWS,Immersive,Theater,GBP,2014-11-23,1200.0,2014-10-24 10:19:00,1645.0,1,27,GB,2639.92,2581.97,1883.51,29,10,4,11,4,10,45,8,0,True,60.925925925925924,GB,1.26,2072.7
1007021695,Broschüre Maultiermuseum Schweiz,Letterpress,Crafts,CHF,2015-12-15,6500.0,2015-10-16 17:52:50,560.0,0,10,CH,589.34,563.54,6541.08,59,10,4,12,4,17,32,3,0,True,56.0,CH,1.0,560.0
1008170875,Medieval Intercultural Interactions in Southern Italy,Academic,Publishing,GBP,2016-04-30,4420.0,2016-03-14 18:27:42,102.0,0,3,GB,146.12,147.82,6405.52,46,3,1,4,2,18,53,6,0,True,34.0,GB,1.26,128.52
100860604,Handmade Environmentally Friendly Candles,Candles,Crafts,GBP,2014-07-03,10.0,2014-06-18 19:25:26,70.0,1,2,GB,118.77,120.0,17.14,14,6,2,7,3,19,41,4,0,True,35.0,GB,1.26,88.2
1009045070,"Senior Thesis TV show ""Take the Money & Run"" (working Title)",Television,Film & Video,USD,2016-03-04,800.0,2016-02-03 21:02:58,0.0,0,0,US,0.0,0.0,800.0,29,2,1,3,1,21,60,11,0,False,0.0,US,1.0,0.0
1009749695,MyCubeSat.com,Space Exploration,Technology,USD,2015-08-18,100.0,2015-07-19 03:48:27,135.0,1,6,US,135.0,135.0,100.0,29,7,3,8,3,3,13,1,0,True,22.5,US,1.0,135.0
1011170380,Nintendo Switch Replacement Shell - Atomic Purple,Gaming Hardware,Games,CAD,2017-09-11,2125.0,2017-08-12 16:13:11,3773.0,1,99,CA,2717.27,3108.68,1750.84,29,8,3,9,3,16,49,7,0,True,38.111111111111114,CA,0.75,2829.75
1012016276,Degrees: Earth's beautiful landscape and wildlife,Nature,Photography,USD,2016-06-13,3000.0,2016-05-14 01:01:56,3075.0,1,30,US,3075.0,3075.0,3000.0,29,5,2,6,2,1,49,6,0,True,102.5,US,1.0,3075.0
1012438241,Bobbie 1S Robot.,Robots,Technology,EUR,2017-02-14,50000.0,2016-12-16 02:48:46,3086.0,0,9,NL,984.95,3286.58,53249.84,59,12,4,2,1,2,16,3,0,True,342.8888888888889,DE,1.12,3456.32
1012799858,The Type Deck - Typography Playing Cards printed by USPCC,Typography,Design,USD,2013-07-23,12000.0,2013-06-13 22:16:41,20604.02,1,761,US,20604.02,20604.02,12000.0,39,6,2,7,3,22,57,10,0,True,27.074927726675426,US,1.0,20604.02
1013606032,The Havel Collection,Translations,Publishing,USD,2012-11-09,2000.0,2012-10-09 16:05:49,2170.0,1,35,US,2170.0,2170.0,2000.0,30,10,4,11,4,16,20,3,0,True,62.0,US,1.0,2170.0
1014129451,Love & Joy: An Orthodox Children's Calendar 2018,Calendars,Publishing,USD,2017-07-01,5750.0,2017-06-01 14:35:36,8131.0,1,153,US,1534.0,8131.0,5750.0,29,6,2,7,3,14,48,8,0,True,53.1437908496732,US,1.0,8131.0
1014375612,Zona's Icelandic Fiber Residency,Textiles,Art,USD,2014-08-14,5000.0,2014-07-15 20:46:17,330.0,0,7,US,330.0,330.0,5000.0,29,7,3,8,3,20,32,4,0,True,47.142857142857146,US,1.0,330.0
1014499981,Hornhautentferner aus Ton,Pottery,Crafts,EUR,2017-02-28,300.0,2017-01-30 21:23:30,27.0,0,3,DE,0.0,28.53,316.95,28,1,1,2,1,21,25,3,0,True,9.0,FR,1.12,30.240000000000002
101503406,Help  to finish Junkyard Skatepark,Interactive Design,Design,GBP,2014-10-31,2000.0,2014-10-16 10:27:00,2129.0,1,61,GB,3384.59,3399.87,3193.87,14,10,4,10,4,10,34,6,0,True,34.90163934426229,GB,1.26,2682.54
101656401,the White Wolf,Video Art,Art,USD,2017-07-27,5000.0,2017-06-27 15:53:46,10249.0,1,55,US,1525.0,10249.0,5000.0,29,6,2,7,3,15,14,3,0,True,186.34545454545454,US,1.0,10249.0
1017215218,NORTHWEST PINTS | Glass Etched with Pacific NW Personality,Glass,Crafts,USD,2017-09-07,10000.0,2017-08-08 16:42:13,2860.0,0,52,US,1590.0,2860.0,10000.0,29,8,3,9,3,16,58,9,0,True,55.0,US,1.0,2860.0
1017228340,"Bundle-pup: Cozy, Premium Scarves for Dogs!",Pet Fashion,Fashion,USD,2017-11-09,10000.0,2017-10-10 16:11:02,1458.0,0,28,US,415.0,1458.0,10000.0,29,10,4,11,4,16,43,6,1,True,52.07142857142857,US,1.0,1458.0
1017865235,Crochet Business,Crochet,Crafts,USD,2017-02-09,1000.0,2017-01-10 13:41:14,10.0,0,1,US,0.0,10.0,1000.0,29,1,1,2,1,13,16,2,0,True,10.0,US,1.0,10.0
1019145084,Non-profit start up: merchandise fundraiser,Printing,Crafts,USD,2016-08-02,1100.0,2016-06-03 23:25:51,6.0,0,1,US,6.0,6.0,1100.0,59,6,2,8,3,23,43,5,0,True,6.0,US,1.0,6.0
1022084611,Bad/Love,Romance,Film & Video,USD,2014-08-10,15000.0,2014-07-11 15:03:04,0.0,0,0,US,0.0,0.0,15000.0,29,7,3,8,3,15,8,1,0,False,0.0,US,1.0,0.0
1022573525,Le Niken ''Hitch Kitchen and Tailgate mobile unity'',Civic Design,Design,CAD,2017-06-20,33500.0,2017-04-21 19:09:31,20.0,0,2,CA,7.42,15.12,25319.33,59,4,2,6,2,19,52,8,0,True,10.0,CA,0.75,15.0
1024260257,Grand Piano for children,Kids,Music,USD,2015-07-10,20000.0,2015-06-10 00:26:05,11.0,0,2,US,11.0,11.0,20000.0,29,6,2,7,3,0,24,4,0,True,5.5,US,1.0,11.0
1024670145,Blackwood e-Journal App,Literary Journals,Publishing,USD,2014-09-03,50000.0,2014-08-04 22:53:53,90.0,0,3,US,90.0,90.0,50000.0,29,8,3,9,3,22,23,3,0,True,30.0,US,1.0,90.0
1029226760,Fantasy Bras: Bring a Fairy Tale to Life! Couture Lingerie.,Couture,Fashion,USD,2015-02-13,2000.0,2015-01-24 18:52:08,5.0,0,1,US,5.0,5.0,2000.0,19,1,1,2,1,18,59,10,1,True,5.0,US,1.0,5.0
1052896826,Wildly Silver,Taxidermy,Crafts,USD,2015-07-23,5464.0,2015-06-23 02:02:38,1.0,0,1,US,1.0,1.0,5464.0,29,6,2,7,3,2,13,2,0,True,1.0,US,1.0,1.0
1058181376,Cool or Cosy Bed Linen,Quilts,Crafts,AUD,2014-11-23,48000.0,2014-10-24 10:04:50,5.0,0,1,AU,4.38,4.26,40906.77,29,10,4,11,4,10,22,5,0,True,5.0,AU,0.69,3.4499999999999997
1115761193,Destroy All Presets: ? re-mixable chiptune album!,Chiptune,Music,USD,2014-02-13,6500.0,2014-01-13 16:06:09,11387.71,1,352,US,11387.71,11387.71,6500.0,30,1,1,2,1,16,49,7,2,True,32.351448863636364,US,1.0,11387.71
1116274846,"Residencia en Guanajuato para ensayo de ""La Caída""",Residencies,Dance,MXN,2017-10-12,10000.0,2017-09-12 04:04:43,650.0,0,4,MX,0.0,34.29,527.51,29,9,3,10,4,4,50,8,0,True,162.5,MX,0.052,33.8
1155117741,Bliss Books & Bindery: A Community Bookstore!,Literary Spaces,Publishing,USD,2017-07-13,15000.0,2017-06-13 17:00:24,2436.0,0,45,US,212.0,2436.0,15000.0,29,6,2,7,3,17,45,7,1,True,54.13333333333333,US,1.0,2436.0
1000002330,The Songs of Adelaide & Abullah,Poetry,Publishing,GBP,2015-10-09,1000.0,2015-08-11 12:12:28,0.0,0,0,GB,0.0,0.0,1533.95,58,8,3,10,4,12,31,6,0,False,0.0,GB,1.26,0.0
1000003930,Greeting From Earth: ZGAC Arts Capsule For ET,Narrative Film,Film & Video,USD,2017-11-01,30000.0,2017-09-02 04:43:57,2421.0,0,15,US,100.0,2421.0,30000.0,59,9,3,11,4,4,45,8,0,True,161.4,US,1.0,2421.0
1000007540,ToshiCapital Rekordz Needs Help to Complete Album,Music,Music,USD,2012-04-16,5000.0,2012-03-17 03:24:11,1.0,0,1,US,1.0,1.0,5000.0,29,3,1,4,2,3,49,7,0,True,1.0,US,1.0,1.0
1000014025,Monarch Espresso Bar,Restaurants,Food,USD,2016-04-01,50000.0,2016-02-26 13:38:27,52375.0,1,224,US,52375.0,52375.0,50000.0,34,2,1,4,2,13,20,3,0,True,233.81696428571428,US,1.0,52375.0
1000055792,The Cottage Market,Crafts,Crafts,USD,2014-10-02,5000.0,2014-09-02 17:11:50,0.0,0,0,US,0.0,0.0,5000.0,29,9,3,10,4,17,18,3,0,False,0.0,US,1.0,0.0
1000056157,G-Spot Place for Gamers to connect with eachother & go pro!,Games,Games,USD,2016-03-25,200000.0,2016-02-09 23:01:12,0.0,0,0,US,0.0,0.0,200000.0,44,2,1,3,1,23,59,11,1,False,0.0,US,1.0,0.0
1000064368,Survival Rings,Design,Design,USD,2015-02-28,2500.0,2015-01-29 02:10:53,664.0,0,11,US,664.0,664.0,2500.0,29,1,1,2,1,2,14,2,0,True,60.36363636363637,US,1.0,664.0
1000064918,The Beard,Comic Books,Comics,USD,2014-11-08,1500.0,2014-10-09 22:27:52,395.0,0,16,US,395.0,395.0,1500.0,29,10,4,11,4,22,9,2,0,True,24.6875,US,1.0,395.0
1000072011,CMUK. Shoes: Take on Life Feet First.,Fashion,Fashion,USD,2013-12-30,20000.0,2013-11-25 07:06:11,34268.0,1,624,US,34268.0,34268.0,20000.0,34,11,4,12,4,7,37,7,0,True,54.916666666666664,US,1.0,34268.0
1000082254,Alice in Wonderland in G Minor,Theater,Theater,USD,2014-06-15,3500.0,2014-05-16 10:10:38,650.0,0,12,US,650.0,650.0,3500.0,29,5,2,6,2,10,30,6,0,True,54.166666666666664,US,1.0,650.0
1000120287,BB130A,Public Art,Art,USD,2013-03-24,25000.0,2013-02-12 01:07:28,1395.0,0,30,US,1395.0,1395.0,25000.0,39,2,1,3,1,1,6,1,0,True,46.5,US,1.0,1395.0
1000160286,"""THE RETURN"" book project",Photography,Photography,USD,2013-12-13,15000.0,2013-11-13 00:34:20,23907.0,1,232,US,23907.0,23907.0,15000.0,29,11,4,12,4,0,25,4,0,True,103.04741379310344,US,1.0,23907.0
1000245024,Safer Home,Hardware,Technology,CAD,2015-07-03,50000.0,2015-06-03 05:52:43,0.0,0,0,CA,0.0,0.0,39739.31,29,6,2,7,3,5,10,2,0,False,0.0,CA,0.75,0.0
100051531,Cat - Pre-Professional Ballerina,Dance,Dance,USD,2014-10-06,3400.0,2014-08-07 13:24:34,0.0,0,0,US,0.0,0.0,3400.0,59,8,3,10,4,13,32,4,0,False,0.0,US,1.0,0.0
1000804742,The Chelsea Chronicle Podcast,Audio,Journalism,GBP,2017-02-24,10000.0,2017-01-25 16:21:21,337.5,0,15,GB,115.05,423.72,12554.61,29,1,1,2,1,16,29,4,0,True,22.5,GB,1.26,425.25
1000002330,The Songs of Adelaide & Abullah,Poetry,Publishing,GBP,2015-10-09,1000.0,2015-08-11 12:12:28,0.0,0,0,GB,0.0,0.0,1533.95,58,8,3,10,4,12,31,6,0,False,0.0,GB,1.26,0.0
1000003930,Greeting From Earth: ZGAC Arts Capsule For ET,Narrative Film,Film & Video,USD,2017-11-01,30000.0,2017-09-02 04:43:57,2421.0,0,15,US,100.0,2421.0,30000.0,59,9,3,11,4,4,45,8,0,True,161.4,US,1.0,2421.0
100004721,Of Jesus and Madmen,Nonfiction,Publishing,CAD,2013-10-09,2500.0,2013-09-09 18:19:37,0.0,0,0,CA,0.0,0.0,2406.39,29,9,3,10,4,18,19,4,0,False,0.0,CA,0.75,0.0
1000081649,MikeyJ clothing brand fundraiser,Childrenswear,Fashion,AUD,2017-09-07,2500.0,2017-08-08 01:20:20,1.0,0,1,AU,0.0,0.81,2026.1,29,8,3,9,3,1,32,4,0,True,1.0,AU,0.69,0.69
1000087442,Mountain brew: A quest for alcohol sustainability,Drinks,Food,NOK,2015-02-25,500.0,2015-01-26 19:17:33,48.0,0,3,NO,6.18,6.29,65.55,29,1,1,2,1,19,49,7,0,True,16.0,NO,0.11,5.28
1000234595,Fashion removeable decoration jewel accessory hells shoes,Accessories,Fashion,EUR,2016-10-13,12000.0,2016-09-13 11:59:57,137.0,0,2,IT,0.0,150.73,13202.34,29,9,3,10,4,11,57,7,0,True,68.5,AT,1.12,153.44000000000003
1000600868,Musical stage (escenario musical),Latin,Music,MXN,2017-04-17,18000.0,2017-03-03 22:34:24,10.0,0,1,MX,0.0,0.53,955.82,44,3,1,4,2,22,33,4,0,True,10.0,MX,0.052,0.52
1000869383,The Case of the Silent Girl - a dark Sherlock Holmes tale,Comics,Comics,SEK,2016-07-18,4450.0,2016-06-18 20:16:00,8503.0,1,47,SE,409.54,986.03,516.03,29,6,2,7,3,20,57,12,0,True,180.91489361702128,SE,0.11,935.33
1001787855,"First Solo exhibition in a recognised gallery, next step up!",Painting,Art,NZD,2015-05-10,10900.0,2015-04-01 22:08:55,11066.0,1,26,NZ,8298.24,8226.9,8103.49,38,4,2,5,2,22,60,10,1,True,425.61538461538464,NZ,0.65,7192.900000000001
1002444966,Agrandissement de la brasserie,Drinks,Food,CHF,2016-04-08,2300.0,2016-03-09 21:23:43,3837.0,1,32,CH,3858.26,4009.53,2403.42,29,3,1,4,2,21,30,4,0,True,119.90625,CH,1.0,3837.0
1003616594,Release The Black Heart Album.,Metal,Music,DKK,2015-07-16,10000.0,2015-06-16 14:26:40,375.0,0,5,DK,56.35,54.72,1459.24,29,6,2,7,3,14,30,5,0,True,75.0,DK,0.15,56.25
1003674692,Grace & Gentle Playing Cards By Lunzi,Playing Cards,Games,HKD,2017-09-24,32000.0,2017-08-25 03:29:17,74489.0,1,216,HK,2859.81,9536.67,4096.89,29,8,3,9,3,3,37,7,0,True,344.85648148148147,HK,0.13,9683.57
1008742687,Demon Espionage,Tabletop Games,Games,SGD,2017-01-12,5000.0,2016-12-13 13:06:47,14140.0,1,371,SG,4784.38,9913.76,3505.57,29,12,4,1,1,13,15,2,0,True,38.113207547169814,SG,0.73,10322.199999999999
1125291298,Ring made by your voice wave,Jewelry,Fashion,JPY,2017-10-14,200000.0,2017-09-29 07:52:55,85000.0,0,8,JP,707.81,751.08,1767.25,14,9,3,10,4,7,28,6,0,True,10625.0,JP,0.0092,782.0
1000002330,The Songs of Adelaide & Abullah,Poetry,Publishing,GBP,2015-10-09,1000.0,2015-08-11 12:12:28,0.0,0,0,GB,0.0,0.0,1533.95,58,8,3,10,4,12,31,6,0,False,0.0,GB,1.26,0.0
1000003930,Greeting From Earth: ZGAC Arts Capsule For ET,Narrative Film,Film & Video,USD,2017-11-01,30000.0,2017-09-02 04:43:57,2421.0,0,15,US,100.0,2421.0,30000.0,59,9,3,11,4,4,45,8,0,True,161.4,US,1.0,2421.0
100004721,Of Jesus and Madmen,Nonfiction,Publishing,CAD,2013-10-09,2500.0,2013-09-09 18:19:37,0.0,0,0,CA,0.0,0.0,2406.39,29,9,3,10,4,18,19,4,0,False,0.0,CA,0.75,0.0
1000081649,MikeyJ clothing brand fundraiser,Childrenswear,Fashion,AUD,2017-09-07,2500.0,2017-08-08 01:20:20,1.0,0,1,AU,0.0,0.81,2026.1,29,8,3,9,3,1,32,4,0,True,1.0,AU,0.69,0.69
1000087442,Mountain brew: A quest for alcohol sustainability,Drinks,Food,NOK,2015-02-25,500.0,2015-01-26 19:17:33,48.0,0,3,NO,6.18,6.29,65.55,29,1,1,2,1,19,49,7,0,True,16.0,NO,0.11,5.28
1000234595,Fashion removeable decoration jewel accessory hells shoes,Accessories,Fashion,EUR,2016-10-13,12000.0,2016-09-13 11:59:57,137.0,0,2,IT,0.0,150.73,13202.34,29,9,3,10,4,11,57,7,0,True,68.5,AT,1.12,153.44000000000003
1000338818,"Diet! No thanks, I'd rather lose weight",Publishing,Publishing,EUR,2016-10-30,10000.0,2016-08-31 18:13:01,88.0,0,9,DE,22.35,97.62,11092.99,59,8,3,10,4,18,39,7,1,True,9.777777777777779,AT,1.12,98.56
1000551777,Gantish - Online Reward Chart Creator for Parents,Software,Technology,EUR,2015-09-16,4000.0,2015-08-17 15:37:03,282.0,0,12,IE,313.3,322.02,4567.62,29,8,3,9,3,15,49,8,0,True,23.5,NL,1.12,315.84000000000003
1000600868,Musical stage (escenario musical),Latin,Music,MXN,2017-04-17,18000.0,2017-03-03 22:34:24,10.0,0,1,MX,0.0,0.53,955.82,44,3,1,4,2,22,33,4,0,True,10.0,MX,0.052,0.52
1000644119,Operación Douve,Action,Film & Video,EUR,2016-05-01,100.0,2016-03-02 19:09:05,20.0,0,2,ES,21.77,22.85,114.27,59,3,1,5,2,19,15,2,0,True,10.0,LU,1.12,22.400000000000002
1000869383,The Case of the Silent Girl - a dark Sherlock Holmes tale,Comics,Comics,SEK,2016-07-18,4450.0,2016-06-18 20:16:00,8503.0,1,47,SE,409.54,986.03,516.03,29,6,2,7,3,20,57,12,0,True,180.91489361702128,SE,0.11,935.33
100089599,CLOTHING LABEL WITH A 90's STATE OF MIND - MADE IN FRANCE,Apparel,Fashion,EUR,2016-12-18,3286.0,2016-11-18 18:51:27,3776.0,1,44,FR,427.94,3944.43,3432.57,29,11,4,12,4,18,57,12,0,True,85.81818181818181,AT,1.12,4229.120000000001
1001787855,"First Solo exhibition in a recognised gallery, next step up!",Painting,Art,NZD,2015-05-10,10900.0,2015-04-01 22:08:55,11066.0,1,26,NZ,8298.24,8226.9,8103.49,38,4,2,5,2,22,60,10,1,True,425.61538461538464,NZ,0.65,7192.900000000001
1002444966,Agrandissement de la brasserie,Drinks,Food,CHF,2016-04-08,2300.0,2016-03-09 21:23:43,3837.0,1,32,CH,3858.26,4009.53,2403.42,29,3,1,4,2,21,30,4,0,True,119.90625,CH,1.0,3837.0
1002522073,Lampenschirme und Objekte aus französischer Handarbeit,Embroidery,Crafts,EUR,2016-12-31,3500.0,2016-12-01 20:39:18,31.0,0,2,AT,0.0,32.83,3706.14,29,12,4,12,4,20,54,6,0,True,15.5,LU,1.12,34.720000000000006
1003462608,Naturalia - Young Adult Book! Surprise for my girlfriend,Young Adult,Publishing,EUR,2016-07-03,5000.0,2016-06-03 01:04:20,166.0,0,4,BE,184.61,183.76,5535.01,29,6,2,7,3,1,56,9,1,True,41.5,IT,1.12,185.92000000000002
1003616594,Release The Black Heart Album.,Metal,Music,DKK,2015-07-16,10000.0,2015-06-16 14:26:40,375.0,0,5,DK,56.35,54.72,1459.24,29,6,2,7,3,14,30,5,0,True,75.0,DK,0.15,56.25
1003674692,Grace & Gentle Playing Cards By Lunzi,Playing Cards,Games,HKD,2017-09-24,32000.0,2017-08-25 03:29:17,74489.0,1,216,HK,2859.81,9536.67,4096.89,29,8,3,9,3,3,37,7,0,True,344.85648148148147,HK,0.13,9683.57
1004990910,Een leven lang FLOW,Nonfiction,Publishing,EUR,2016-10-30,10000.0,2016-10-06 18:39:49,10317.0,1,56,NL,3540.04,11444.64,11092.99,23,10,4,10,4,18,19,4,0,True,184.23214285714286,BE,1.12,11555.04
1005999335,wecemat – The ecologic automated flush adapter,Technology,Technology,EUR,2016-07-23,40000.0,2016-06-23 14:07:08,7750.0,0,26,LU,8235.0,8612.55,44451.85,29,6,2,7,3,14,46,7,0,True,298.0769230769231,NL,1.12,8680.0
1008742687,Demon Espionage,Tabletop Games,Games,SGD,2017-01-12,5000.0,2016-12-13 13:06:47,14140.0,1,371,SG,4784.38,9913.76,3505.57,29,12,4,1,1,13,15,2,0,True,38.113207547169814,SG,0.73,10322.199999999999
1125291298,Ring made by your voice wave,Jewelry,Fashion,JPY,2017-10-14,200000.0,2017-09-29 07:52:55,85000.0,0,8,JP,707.81,751.08,1767.25,14,9,3,10,4,7,28,6,0,True,10625.0,JP,0.0092,782.0
1000002330,The Songs of Adelaide & Abullah,Poetry,Publishing,GBP,2015-10-09,1000.0,2015-08-11 12:12:28,0.0,0,0,GB,0.0,0.0,1533.95,58,8,3,10,4,12,31,6,0,False,0.0,GB,1.26,0.0
1000004038,Where is Hank?,Narrative Film,Film & Video,USD,2013-02-26,45000.0,2013-01-12 00:20:50,220.0,0,3,US,220.0,220.0,45000.0,44,1,1,2,1,0,14,3,1,True,73.33333333333333,US,1.0,220.0
1000023410,Support Solar Roasted Coffee & Green Energy!  SolarCoffee.co,Food,Food,USD,2014-12-21,1000.0,2014-12-01 18:30:44,1205.0,1,16,US,1205.0,1205.0,1000.0,19,12,4,12,4,18,60,9,1,True,75.3125,US,1.0,1205.0
1000057089,Tombstone: Old West tabletop game and miniatures in 32mm.,Tabletop Games,Games,GBP,2017-05-03,5000.0,2017-04-05 19:44:18,94175.0,1,761,GB,57763.78,121857.33,6469.73,27,4,2,5,2,19,57,9,0,True,123.75164257555848,GB,1.26,118660.5
1000002330,The Songs of Adelaide & Abullah,Poetry,Publishing,GBP,2015-10-09,1000.0,2015-08-11 12:12:28,0.0,0,0,GB,0.0,0.0,1533.95,58,8,3,10,4,12,31,6,0,False,0.0,GB,1.26,0.0
1000004038,Where is Hank?,Narrative Film,Film & Video,USD,2013-02-26,45000.0,2013-01-12 00:20:50,220.0,0,3,US,220.0,220.0,45000.0,44,1,1,2,1,0,14,3,1,True,73.33333333333333,US,1.0,220.0
1000007540,ToshiCapital Rekordz Needs Help to Complete Album,Music,Music,USD,2012-04-16,5000.0,2012-03-17 03:24:11,1.0,0,1,US,1.0,1.0,5000.0,29,3,1,4,2,3,49,7,0,True,1.0,US,1.0,1.0
1000070642,Mike Corey's Darkness & Light Album,Music,Music,USD,2012-08-17,250.0,2012-08-02 14:11:32,250.0,1,7,US,250.0,250.0,250.0,14,8,3,8,3,14,35,6,0,True,35.714285714285715,US,1.0,250.0
1000002330,The Songs of Adelaide & Abullah,Poetry,Publishing,GBP,2015-10-09,1000.0,2015-08-11 12:12:28,0.0,0,0,GB,0.0,0.0,1533.95,58,8,3,10,4,12,31,6,0,False,0.0,GB,1.26,0.0
1000003930,Greeting From Earth: ZGAC Arts Capsule For ET,Narrative Film,Film & Video,USD,2017-11-01,30000.0,2017-09-02 04:43:57,2421.0,0,15,US,100.0,2421.0,30000.0,59,9,3,11,4,4,45,8,0,True,161.4,US,1.0,2421.0
1000004038,Where is Hank?,Narrative Film,Film & Video,USD,2013-02-26,45000.0,2013-01-12 00:20:50,220.0,0,3,US,220.0,220.0,45000.0,44,1,1,2,1,0,14,3,1,True,73.33333333333333,US,1.0,220.0
1000007540,ToshiCapital Rekordz Needs Help to Complete Album,Music,Music,USD,2012-04-16,5000.0,2012-03-17 03:24:11,1.0,0,1,US,1.0,1.0,5000.0,29,3,1,4,2,3,49,7,0,True,1.0,US,1.0,1.0
1000014025,Monarch Espresso Bar,Restaurants,Food,USD,2016-04-01,50000.0,2016-02-26 13:38:27,52375.0,1,224,US,52375.0,52375.0,50000.0,34,2,1,4,2,13,20,3,0,True,233.81696428571428,US,1.0,52375.0
1000023410,Support Solar Roasted Coffee & Green Energy!  SolarCoffee.co,Food,Food,USD,2014-12-21,1000.0,2014-12-01 18:30:44,1205.0,1,16,US,1205.0,1205.0,1000.0,19,12,4,12,4,18,60,9,1,True,75.3125,US,1.0,1205.0
1000030581,Chaser Strips. Our Strips make Shots their B*tch!,Drinks,Food,USD,2016-03-17,25000.0,2016-02-01 20:05:12,453.0,0,40,US,453.0,453.0,25000.0,44,2,1,3,1,20,49,8,1,True,11.325,US,1.0,453.0
100005484,Lisa Lim New CD!,Indie Rock,Music,USD,2013-04-08,12500.0,2013-03-09 06:42:58,12700.0,1,100,US,12700.0,12700.0,12500.0,29,3,1,4,2,6,16,4,1,True,127.0,US,1.0,12700.0
